Ankit Rajpoot,6,1,1,2,2,0,6,33.33,0,0,0,0,8,AS Rajpoot
Chamara Kapugedera,5,3,0,16,8,5.33,23,69.56,0,0,0,0,8,CK Kapugedera
Mohammed Shami,31,10,5,11,5,2.2,27,40.74,0,0,0,0,8,Mohammed Shami
T Kohli,4,4,1,11,7,3.66,19,57.89,0,0,0,1,8,T Kohli
Sachithra Senanayake,8,4,3,10,7,10,17,58.82,0,0,0,0,8,SMSM Senanayake
Glenn McGrath,14,3,2,4,4,4,5,80,0,0,1,0,8,GD McGrath
Ishwar Pandey,25,1,0,0,0,0,2,0,0,0,0,0,8,IC Pandey
Pankaj Singh,17,5,3,7,4,3.5,12,58.33,0,0,0,0,8,Pankaj Singh
Amit Uniyal,2,2,1,4,4,4,7,57.14,0,0,0,0,8,A Uniyal
Jaydev Unadkat,35,4,3,3,1,3,8,37.5,0,0,0,0,8,JD Unadkat
Pragyan Ojha,92,23,11,17,4,1.41,45,37.77,0,0,0,0,8,PP Ojha
Shane Bond,8,1,0,1,1,1,2,50,0,0,0,0,8,SE Bond
Akshdeep Nath,4,3,0,20,12,6.66,27,74.07,0,0,1,0,8,AD Nath
Matthew Wade,3,3,0,22,11,7.33,33,66.66,0,0,0,0,8,MS Wade
Tim Paine,2,2,0,10,8,5,26,38.46,0,0,0,0,8,TD Paine
Peter Handscomb,2,1,0,6,6,6,12,50,0,0,0,0,8,PSP Handscomb
Nayan Doshi,4,1,0,0,0,0,13,0,0,0,0,0,8,ND Doshi
RS Gavaskar,2,1,0,2,2,2,8,25,0,0,0,0,8,RS Gavaskar
Shanthakumaran Sreesanth,44,14,10,34,15,8.5,55,61.81,0,0,6,0,8,S Sreesanth
T Thushara,6,4,2,12,8,6,18,66.66,0,0,0,0,8,T Thushara
Adam Zampa,5,1,0,0,0,0,1,0,0,0,0,0,8,A Zampa
Imran Tahir,20,5,1,18,5,4.5,23,78.26,0,0,3,0,8,Imran Tahir
Ryan Ninan,2,1,0,3,3,3,6,50,0,0,0,0,8,R Ninan
Andre Nel,1,1,0,0,0,0,0,0,0,0,0,0,8,A Nel
Ajit Chandila,12,2,2,4,4,0,7,57.14,0,0,0,0,8,A Chandila
Sandeep Sharma,43,9,8,19,7,19,29,65.51,0,0,1,0,8,Sandeep Sharma
Clint McKay,2,1,0,8,8,8,15,53.33,0,0,0,0,8,CJ McKay
Beuran Hendricks,7,3,2,1,1,1,3,33.33,0,0,0,0,8,BE Hendricks
Shreyas Gopal,6,3,1,14,11,7,27,51.85,0,0,1,0,8,S Gopal
U Kaul,5,1,1,0,0,0,1,0,0,0,0,0,8,U Kaul
Ben Laughlin,2,2,1,4,4,4,9,44.44,0,0,0,0,8,B Laughlin
Ashok Dinda,75,16,7,19,6,2.11,41,46.34,0,0,1,0,8,AB Dinda
Sunny Gupta,1,1,0,0,0,0,1,0,0,0,0,0,8,Sunny Gupta
KP Appanna,14,3,2,2,1,2,4,50,0,0,0,0,8,KP Appanna
Younis Khan,1,1,0,3,3,3,7,42.85,0,0,0,0,8,Younis Khan
Mohammad Ashraful,1,1,0,2,2,2,10,20,0,0,0,0,8,Mohammad Ashraful
Shrikant Wagh,8,2,0,2,2,1,3,66.66,0,0,0,0,8,SB Wagh
Muttiah Muralitharan,66,9,3,20,6,3.33,30,66.66,0,0,1,0,8,M Muralitharan
Mohammad Asif,8,2,0,3,3,1.5,6,50,0,0,0,0,8,Mohammad Asif
YA Abdulla,11,1,1,0,0,0,1,0,0,0,0,0,8,YA Abdulla
Abdur Razzak,1,1,1,0,0,0,2,0,0,0,0,0,8,Abdur Razzak
Tanmay Srivastava,7,3,2,8,7,8,11,72.72,0,0,0,0,8,TM Srivastava
Marchant de Lange,5,1,0,1,1,1,2,50,0,0,0,0,8,M de Lange
C Ganapathy,1,1,1,0,0,0,0,0,0,0,0,0,8,C Ganapathy
Shoaib Akhtar,3,1,0,2,2,2,7,28.57,0,0,0,0,8,Shoaib Akhtar
