V Sehwag,MS Gony,1,0,0,0,0,0
V Sehwag,MS Gony,0,1,0,0,0,0
G Gambhir,MS Gony,0,1,0,0,0,0
G Gambhir,JA Morkel,0,1,0,0,0,0
V Sehwag,JA Morkel,0,0,0,0,1,0
V Sehwag,JA Morkel,0,0,0,0,1,0
V Sehwag,JA Morkel,1,0,0,0,0,0
V Sehwag,JA Morkel,1,0,0,0,0,0
V Sehwag,JA Morkel,0,1,0,0,0,0
V Sehwag,JA Morkel,0,1,0,0,0,0
V Sehwag,JA Morkel,0,1,0,0,0,0
V Sehwag,MS Gony,0,0,0,1,0,0
G Gambhir,MS Gony,0,1,0,0,0,0
V Sehwag,MS Gony,0,1,0,0,0,0
G Gambhir,MS Gony,0,0,0,0,1,0
G Gambhir,MS Gony,0,1,0,0,0,0
V Sehwag,MS Gony,0,1,0,0,0,0
V Sehwag,JA Morkel,0,1,0,0,0,0
G Gambhir,JA Morkel,0,1,0,0,0,0
V Sehwag,JA Morkel,0,1,0,0,0,0
G Gambhir,JA Morkel,0,1,0,0,0,0
V Sehwag,JA Morkel,0,1,0,0,0,0
G Gambhir,JA Morkel,0,0,0,0,1,0
V Sehwag,MS Gony,0,1,0,0,0,0
G Gambhir,MS Gony,1,0,0,0,0,0
G Gambhir,MS Gony,0,0,0,0,1,0
G Gambhir,MS Gony,1,0,0,0,0,0
G Gambhir,MS Gony,0,1,0,0,0,0
V Sehwag,MS Gony,1,0,0,0,0,0
G Gambhir,JA Morkel,0,1,0,0,0,0
AB de Villiers,JA Morkel,1,0,0,0,0,0
S Dhawan,JA Morkel,1,0,0,0,0,0
S Dhawan,JA Morkel,0,0,0,0,1,0
S Dhawan,JA Morkel,1,0,0,0,0,0
S Dhawan,JA Morkel,1,0,0,0,0,0
G Gambhir,M Muralitharan,0,0,0,0,1,0
G Gambhir,M Muralitharan,0,1,0,0,0,0
S Dhawan,M Muralitharan,0,1,0,0,0,0
G Gambhir,M Muralitharan,0,1,0,0,0,0
S Dhawan,M Muralitharan,0,1,0,0,0,0
S Dhawan,M Muralitharan,0,1,0,0,0,0
G Gambhir,M Muralitharan,1,0,0,0,0,0
S Dhawan,P Amarnath,0,0,1,0,0,0
S Dhawan,P Amarnath,1,0,0,0,0,0
S Dhawan,P Amarnath,0,1,0,0,0,0
G Gambhir,P Amarnath,0,0,0,0,1,0
G Gambhir,P Amarnath,0,1,0,0,0,0
S Dhawan,P Amarnath,1,0,0,0,0,0
G Gambhir,M Muralitharan,0,1,0,0,0,0
S Dhawan,M Muralitharan,0,0,0,0,1,0
S Dhawan,M Muralitharan,0,1,0,0,0,0
G Gambhir,M Muralitharan,0,1,0,0,0,0
S Dhawan,M Muralitharan,1,0,0,0,0,0
S Dhawan,M Muralitharan,1,0,0,0,0,0
G Gambhir,L Balaji,0,1,0,0,0,0
S Dhawan,L Balaji,0,1,0,0,0,0
G Gambhir,L Balaji,0,1,0,0,0,0
S Dhawan,L Balaji,0,0,0,0,1,0
S Dhawan,L Balaji,0,1,0,0,0,0
G Gambhir,L Balaji,0,1,0,0,0,0
G Gambhir,P Amarnath,0,1,0,0,0,0
S Dhawan,P Amarnath,0,1,0,0,0,0
G Gambhir,P Amarnath,0,0,0,0,1,0
G Gambhir,P Amarnath,0,1,0,0,0,0
S Dhawan,P Amarnath,0,0,0,0,0,1
S Dhawan,P Amarnath,0,1,0,0,0,0
S Dhawan,L Balaji,0,1,0,0,0,0
G Gambhir,L Balaji,1,0,0,0,0,0
G Gambhir,L Balaji,0,1,0,0,0,0
S Dhawan,L Balaji,1,0,0,0,0,0
S Dhawan,L Balaji,0,1,0,0,0,0
G Gambhir,L Balaji,1,0,0,0,0,0
S Dhawan,M Muralitharan,1,0,0,0,0,0
