Kyle Abbott,5,5,16,177,2,0.0263157895,88.5,11.06,48,0,0,KJ Abbott,7
Rajagopal Sathish,34,14,23.1,232,3,0.0909090909,77.33,10.01,46.33,0,0,R Sathish,7
Virat Kohli,139,26,41.5,368,4,0.08,92,8.79,62.75,0,0,V Kohli,7
Dinesh Salunkhe,6,5,7.5,78,1,0.0476190476,78,9.95,47,0,0,D Salunkhe,7
