D du Preez,2,2,7,56,4,0.09375,14,8,10.5,0,0,D du Preez,5
Doug Bracewell,1,1,4,32,3,0.09375,10.66,8,8,0,0,DAJ Bracewell,5
SS Mundhe,1,1,1,6,1,0.1666666667,6,6,6,0,0,SS Mundhe,5
Sohail Tanvir,11,11,41.1,266,22,0.4285714286,12.09,6.46,11.22,1,1,Sohail Tanvir,5
Umar Gul,6,6,22.3,184,12,0.1739130435,15.33,8.17,11.25,1,0,Umar Gul,5
Dominic Thornely,6,4,7,40,3,0.2857142857,13.33,5.71,14,0,0,DJ Thornely,5
